word,onset,offset
a,691885.8752,691916.5952
tiny,691937.0752,692111.1552
crappy,692162.3552,692351.7952
cage,692351.7952,692643.6352
the,693002.0352,693032.7552
judge,693053.2352,693155.6352
decided,693176.1152,693360.4352
the,693380.9152,693432.1152
orangutan,693462.8352,693770.0352
had,693862.1952,693944.1152
basic,693944.1152,694107.9552
rights,694138.6752,694317.8752
as,694358.8352,694394.6752
a,694415.1552,694430.5152
nonhuman,694471.4752,694763.3152
person,694783.7952,695029.5552
including,695188.2752,695357.2352
the,695377.7152,695408.4352
right,695408.4352,695480.1152
to,695480.1152,695510.8352
freedom,695531.3152,695771.9552
and,696294.1952,696422.1952
in,696432.4352,696478.5152
new,696478.5152,696529.7152
york,696560.4352,696642.3552
state,696673.0752,696816.4352
an,697046.8352,697087.7952
attorney,697108.2752,697256.7552
is,697277.2352,697333.5552
fighting,697343.7952,697487.1552
to,697487.1552,697522.9952
get,697522.9952,697604.9152
the,697604.9152,697650.9952
courts,697650.9952,697835.3152
to,697835.3152,697876.2752
recognize,697886.5152,698224.4352
that,698244.9152,698311.4752
two,698321.7152,698418.9952
captive,698418.9952,698634.0352
chimps,698634.0352,698900.2752
tommy,699146.0352,699366.1952
and,699386.6752,699453.2352
kiko,699453.2352,699678.5152
are,699903.7952,699965.2352
nonhuman,699975.4752,700251.9552
persons,700251.9552,700477.2352
deserving,700487.4752,700671.7952
of,700702.5152,700748.5952
legal,700758.8352,700876.5952
rights,700876.5952,701096.7552
just,701485.8752,701583.1552
like,701583.1552,701654.8352
corporations,701654.8352,701936.4352
get,701956.9152,702120.7552
the,704778.0352,704824.1152
thing,704834.3552,704900.9152
is,704921.3952,705023.7952
david,705105.7152,705208.1152
slater,705228.5952,705551.1552
the,705551.1552,705607.4752
photographer,705607.4752,705827.6352
who's,705848.1152,705909.5552
getting,705909.5552,706047.7952
sued,706047.7952,706175.7952
by,706175.7952,706252.5952
the,706252.5952,706288.4352
monkey,706288.4352,706467.6352
he,706774.8352,706836.2752
agrees,706836.2752,706974.5152
with,706994.9952,707056.4352
peta,707056.4352,707184.4352
on,707174.1952,707240.7552
this,707240.7552,707317.5552
point,707368.7552,707471.1552
in,707983.1552,708034.3552
fact,708054.8352,708218.6752
he,708228.9152,708274.9952
used,708285.2352,708367.1552
to,708367.1552,708408.1152
defend,708408.1152,708623.1552
peta,708623.1552,708792.1152
to,708822.8352,708863.7952
his,708914.9952,708986.6752
friends,708986.6752,709268.2752
when,709345.0752,709401.3952
they,709391.1552,709437.2352
grumbled,709447.4752,709595.9552
about,709616.4352,709708.5952
the,709718.8352,709759.7952
stunts,709780.2752,710087.4752
david,710568.7552,710706.9952
even,710727.4752,710819.6352
worked,710881.0752,710962.9952
with,710983.4752,711050.0352
them,711050.0352,711116.5952
once,711147.3152,711270.1952
on,711311.1552,711367.4752
a,711377.7152,711398.1952
campaign,711439.1552,711628.5952
to,711649.0752,711690.0352
protect,711720.7552,711869.2352
wild,711910.1952,712022.8352
hogs,712043.3152,712345.3952
near,712355.6352,712447.7952
his,712458.0352,712504.1152
home,712514.3552,712591.1552
in,712591.1552,712616.7552
england,712637.2352,712831.7952
that,713062.4,713154.56
that,713175.04,713251.84
that's,713272.32,713400.32
one,713400.32,713451.52
of,713461.76,713507.84
their,713487.36,713574.4
greatest,713697.28,714030.08
um,714050.56,714137.6
shames,714188.8,714480.64
on,714654.72,714746.88
on,714777.6,714880.0
them,714890.24,714982.4
is,714992.64,715084.8
that,715084.8,715166.72
they've,715176.96,715289.6
attacked,715289.6,715530.24
somebody,715760.64,716021.76
who,716062.72,716252.16
is,716344.32,716492.8
trying,716692.48,716810.24
to,716800.0,716840.96
achieve,716840.96,716984.32
the,716984.32,717015.04
same,717035.52,717158.4
goal,717158.4,717245.44
as,717245.44,717322.24
they,717322.24,717383.68
are,717414.4,717511.68
saving,717772.8,717911.04
animals,717911.04,718126.08
from,718126.08,718213.12
from,718243.84,718310.4
suffering,718310.4,718520.32
is,718540.8,718607.36
a,718617.6,718632.96
very,718632.96,718730.24
noble,718740.48,718955.52
cause,719093.76,719360.0
but,719370.24,719472.64
i,719856.64,719902.72
think,719912.96,720015.36
sometimes,720015.36,720286.72
they,720286.72,720373.76
get,720373.76,720455.68
carried,720476.16,720691.2
away,720721.92,720906.24
with,720926.72,721039.36
their,721039.36,721182.72
their,721233.92,721315.84
power,721346.56,721576.96
did,721879.5008,721966.5408
the,721976.7808,722012.6208
fact,722053.5808,722196.9408
that,722196.9408,722273.7408
this,722273.7408,722427.3408
group,722468.3008,722606.5408
that's,722616.7808,722693.5808
sort,722693.5808,722760.1408
of,722770.3808,722816.4608
on,722826.7008,722877.9008
your,722877.9008,722929.1008
side,722949.5808,723118.5408
was,723149.2608,723210.7008
the,723220.9408,723261.9008
one,723282.3808,723379.6608
kind,723492.3008,723594.7008
of,723594.7008,723635.6608
attacking,723645.9008,723891.6608
you,723922.3808,724055.5008
or,724075.9808,724168.1408
or,724229.5808,724357.5808
opposing,724367.8208,724582.8608
you,724623.8208,724731.3408
mm,724596.736,724740.096
did,724949.5552,725005.8752
that,725005.8752,725108.2752
make,725118.5152,725210.6752
you,725220.9152,725256.7552
stop,725297.7152,725476.9152
ever,725528.1152,725620.2752
and,725661.2352,725702.1952
think,725722.6752,725835.3152
well,725845.5552,725912.1152
now,725932.5952,726029.8752
wait,726040.1152,726106.6752
a,726116.9152,726132.2752
minute,726142.5152,726260.2752
no,726323.7632,726400.5632
do,726287.8208,726344.1408
they,726344.1408,726385.1008
have,726426.0608,726492.6208
a,726502.8608,726528.4608
point,726579.6608,726784.4608
no,727534.4384,727626.5984
i've,727636.8384,727723.8784
had,727723.8784,727795.5584
to,727816.0384,727938.9184
think,727979.8784,728123.2384
very,728143.7184,728220.5184
carefully,728240.9984,728435.5584
about,728456.0384,728558.4384
what,728589.1584,728650.5984
my,728660.8384,728809.3184
uh,728865.6384,728927.0784
philosophy,728937.3184,729208.6784
is,729229.1584,729413.4784
cause,729474.9184,729572.1984
i,729787.2384,729838.4384
i,729940.8384,730043.2384
the,730201.9584,730232.6784
book,730263.3984,730416.9984
my,730647.3984,730734.4384
wildlife,730744.6784,730944.3584
personalities,730944.3584,731282.2784
book,731312.9984,731456.3584
mhm,731518.976,731646.976
that's,731626.1888,731779.7888
that's,731825.8688,731918.0288
part,731938.5088,732056.2688
of,732066.5088,732112.5888
the,732112.5888,732189.3888
part,732460.7488,732552.9088
of,732552.9088,732583.6288
the,732573.3888,732609.2288
court,732639.9488,732762.8288
case,732762.8288,732998.3488
i,733008.5888,733126.3488
argue,733157.0688,733387.4688
for,733669.0688,733791.9488
for,733812.4288,733996.7488
for,734006.9888,734109.3888
animals,734129.8688,734355.1488
having,734375.6288,734534.3488
more,734662.3488,734815.9488
fundamental,734867.1488,735164.1088
rights,735194.8288,735440.5888
like,735670.9888,735768.2688
dignity,735798.9888,736142.0288
and,736182.9888,736290.5088
access,736300.7488,736541.3888
to,736561.8688,736613.0688
their,736623.3088,736812.7488
ancestral,736915.1488,737212.1088
forests,737360.5888,737637.0688
and,737678.0288,737800.9088
mhm,737929.9328,738068.1728
access,738078.1056,738272.6656
to,738282.9056,738328.9856
food,738349.4656,738559.3856
um,738933.1456,739096.9856
so,739158.4256,739230.1056
i,739312.0256,739393.9456
am,739404.1856,739516.8256
like,739516.8256,739639.7056
an,739639.7056,739670.4256
animal,739680.6656,739818.9056
rights,739849.6256,740100.5056
advocate,740131.2256,740464.0256
naruto,743192.5248,743371.7248
and,743392.2048,743469.0048
peta,743469.0048,743678.9248
lost,743750.6048,743899.0848
that,743899.0848,743981.0048
first,743991.2448,744109.0048
round,744129.4848,744221.6448
in,744242.1248,744308.6848
court,744308.6848,744457.1648
andrew,744917.9648,745035.7248
dhuey,745056.2048,745158.6048
called,745179.0848,745281.4848
david,745301.9648,745506.7648
to,745527.2448,745563.0848
tell,745573.3248,745660.3648
him,745670.6048,745726.9248
the,745737.1648,745773.0048
news,745783.2448,745947.0848
we,746113.5872,746164.7872
just,746185.2672,746282.5472
took,746282.5472,746349.1072
it,746410.5472,746589.7472
um,746630.7072,746804.7872
very,746973.7472,747060.7872
casually,747091.5072,747332.1472
we,747352.6272,747378.2272
just,747398.7072,747490.8672
said,747490.8672,747593.2672
yeah,747613.7472,747705.9072
of,747808.3072,747879.9872
course,747869.7472,748105.2672
course,748115.5072,748243.5072
that's,748253.7472,748340.7872
gonna,748371.5072,748463.6672
get,748463.6672,748555.8272
thrown,748566.0672,748709.4272
out,748750.3872,748868.1472
andrew,748868.1472,749139.5072
dhuey,749236.7872,749410.8672
said,749431.3472,749549.1072
this,749559.3472,749631.0272
all,749651.5072,749702.7072
along,749733.4272,749851.1872
to,749871.6672,749912.6272
me,749933.1072,750035.5072
there's,750055.9872,750137.9072
no,750158.3872,750250.5472
way,750260.7872,750358.0672
that,750368.3072,750434.8672
this,750434.8672,750501.4272
is,750532.1472,750598.7072
gonna,750742.0672,750834.2272
go,750844.4672,751013.4272
anywhere,751110.7072,751330.8672
and,751712.2048,751768.5248
then,751778.7648,751942.6048
the,752382.9248,752444.3648
monkey,752464.8448,752603.0848
appealed,752623.5648,752838.6048
good,754084.7104,754130.7904
morning,754161.5104,754274.1504
your,754284.3904,754345.8304
honors,754376.5504,754525.0304
and,754565.9904,754642.7904
may,754770.7904,754837.3504
it,754837.3504,754919.2704
please,754929.5104,755047.2704
the,755057.5104,755098.4704
court,755180.3904,755333.9904
david,755390.3104,755508.0704
schwarz,755549.0304,755774.3104
on,755840.8704,755927.9104
behalf,755938.1504,756142.9504
of,756173.6704,756235.1104
the,756270.9504,756337.5104
appellant,756455.2704,756747.1104
the,757260.0832,757295.9232
case,757306.1632,757434.1632
went,757444.4032,757510.9632
before,757531.4432,757628.7232
three,757679.9232,757772.0832
judges,757782.3232,757961.5232
on,758012.7232,758053.6832
the,758053.6832,758074.1632
ninth,758115.1232,758212.4032
circuit,758243.1232,758386.4832
court,758417.2032,758478.6432
of,758509.3632,758550.3232
appeals,758570.8032,758837.0432
that's,759236.4032,759308.0832
the,759318.3232,759359.2832
court,759390.0032,759456.5632
that,759497.5232,759523.1232
ruled,759564.0832,759666.4832
against,759676.7232,759820.0832
trump's,759861.0432,759999.2832
travel,760019.7632,760178.4832
ban,760198.9632,760296.2432
twice,760326.9632,760485.6832
this,760495.9232,760577.8432
year,760608.5632,760731.4432
case,760762.1632,760915.7632
these,760987.4432,761054.0032
judges,761084.7232,761212.7232
are,761233.2032,761258.8032
not,761310.0032,761386.8032
messing,761417.5232,761555.7632
around,761586.4832,761791.2832
schwarz,762318.6432,762513.2032
made,762543.9232,762620.7232
it,762620.7232,762671.9232
thirty,762712.8832,762805.0432
seconds,762846.0032,763045.6832
into,763076.4032,763163.4432
his,763183.9232,763230.0032
oral,763250.4832,763342.6432
argument,763383.6032,763603.7632
before,763624.2432,763742.0032
one,763772.7232,763818.8032
of,763829.0432,763870.0032
the,763870.0032,763910.9632
judges,763931.4432,764100.4032
interrupted,764120.8832,764366.6432
him,764387.1232,764494.6432
mr,764759.2448,764866.7648
schwarz,764887.2448,765061.3248
your,765122.048,765178.368
honor,765178.368,765285.888
before,765116.672,765219.072
we,765229.312,765270.272
get,765311.232,765388.032
there,765439.232,765577.472
there's,765935.872,766022.912
a,766053.632,766074.112
preliminary,766104.832,766350.592
question,766381.312,766693.632
which,767200.512,767384.832
um,767487.232,767620.352
i'd,767891.712,767948.032
like,767968.512,768065.792
you,768096.512,768157.952
to,768178.432,768255.232
address,768275.712,768516.352
at,768871.4752,768917.5552
this,768938.0352,769030.1952
stage,769019.9552,769209.3952
the,769229.8752,769296.4352
attorneys,769306.6752,769480.7552
and,769521.7152,769557.5552
the,769557.5552,769583.1552
judges,769624.1152,769828.9152
are,769869.8752,769895.4752
gonna,769905.7152,770002.9952
debate,770033.7152,770187.3152
case,770218.0352,770356.2752
law,770366.5152,770474.0352
and,770719.7952,770770.9952
the,770770.9952,770801.7152
judges,770832.4352,770970.6752
have,770991.1552,771042.3552
a,771062.8352,771078.1952
lot,771098.6752,771144.7552
of,771154.9952,771201.0752
questions,771211.3152,771426.3552
for,771446.8352,771487.7952
schwarz,771518.5152,771789.8752
the,771953.7152,771999.7952
first,771999.7952,772117.5552
being,772148.2752,772296.7552
how,772562.9952,772603.9552
are,772624.4352,772650.0352
you,772660.2752,772711.4752
qualified,772731.9552,772998.1952
to,772998.1952,773034.0352
be,773034.0352,773095.4752
naruto's,773095.4752,773310.5152
next,773330.9952,773433.3952
friend,773464.1152,773653.5552
you,773981.2352,774017.0752
don't,774027.3152,774093.8752
know,774114.3552,774180.9152
the,774201.3952,774226.9952
monkey,774257.7152,774482.9952
the,774460.16,774496.0
pleading,774536.96,774705.92
standard,774716.16,774874.88
for,774905.6,774951.68
article,774972.16,775212.8
three,775182.08,775294.72
and,775098.368,775144.448
then,775134.208,775298.048
a,775298.048,775323.648
few,775354.368,775410.688
minutes,775431.168,775543.808
later,775574.528,775758.848
judge,775907.328,776009.728
randy,776040.448,776188.928
smith,776209.408,776434.688
interrupts,776475.648,776670.208
schwarz,776690.688,776936.448
to,777105.408,777141.248
grill,777151.488,777228.288
him,777269.248,777330.688
about,777371.648,777474.048
injury,777504.768,777735.168
that's,778021.888,778134.528
the,778155.008,778175.488
legal,778206.208,778329.088
term,778349.568,778462.208
for,778482.688,778533.888
harm,778574.848,778743.808
or,778754.048,778825.728
damage,778846.208,779127.808
well,779404.9536,779476.6336
what's,779497.1136,779599.5136
your,779630.2336,779696.7936
injury,779727.5136,779978.3936
there's,780265.1136,780382.8736
no,780454.5536,780567.1936
there's,780679.8336,780777.1136
no,780833.4336,780940.9536
way,780961.4336,781068.9536
to,781109.9136,781150.8736
acquire,781150.8736,781432.4736
or,781463.1936,781509.2736
hold,781509.2736,781637.2736
some,781678.2336,781770.3936
money,781811.3536,782000.7936
which,782051.9936,782154.3936
the,782195.3536,782231.1936
copyright,782241.4336,782589.5936
would,782640.7936,782707.3536
give,782732.9536,782907.0336
there's,783250.0736,783331.9936
no,783372.9536,783434.3936
losses,783506.0736,783772.3136
to,783833.7536,783864.4736
reputation,783884.9536,784366.2336
there's,784663.1936,784760.4736
no,784842.3936,785036.9536
even,785113.7536,785267.3536
uh,785369.7536,785502.8736
even,785513.1136,785723.0336
there's,785866.3936,785973.9136
no,786025.1136,786081.4336
even,786112.1536,786199.1936
allegation,786229.9136,786593.4336
that,786603.6736,786675.3536
the,786675.3536,786716.3136
copyright,786767.5136,787054.2336
could've,787125.9136,787228.3136
benefited,787279.5136,787586.7136
somehow,787904.1536,788201.1136
uh,788472.4736,788533.9136
naruto,788554.3936,788912.7936
what,789342.8736,789435.0336
financial,789486.2336,789813.9136
benefits,789895.8336,790167.1936
apply,790218.3936,790453.9136
to,790464.1536,790505.1136
him,790556.3136,790699.6736
there's,790955.6736,791042.7136
nothing,791104.1536,791344.7936
it,791460.7616,791527.3216
the,791599.0016,791665.5616
but,791778.2016,791875.4816
your,791936.9216,791988.1216
honor,792029.0816,792131.4816
the,792213.4016,792326.0416
redressability,792479.6416,792930.2016
issue,792971.1616,793083.8016
doesn't,793104.2816,793201.5616
necessarily,793222.0416,793524.1216
turn,793575.3216,793687.9616
on,793749.4016,793856.9216
the,794005.4016,794046.3616
compensation,794066.8416,794502.0416
it,794512.2816,794543.0016
could,794543.0016,794614.6816
be,794624.9216,794727.3216
well,794868.3264,794960.4864
i,794991.2064,795078.2464
wanna,795119.2064,795226.7264
know,795257.4464,795375.2064
what,795457.1264,795559.5264
then,795580.0064,795682.4064
is,795702.8864,795754.0864
the,795800.1664,795851.3664
injury,795861.6064,796117.6064
there's,796332.6464,796455.5264
no,796476.0064,796609.1264
case,796650.0864,796783.2064
that,796849.7664,796911.2064
says,796982.8864,797105.7664
copyright,797156.9664,797464.1664
infringement,797474.4064,797827.6864
itself,797848.1664,798114.4064
is,798145.1264,798196.3264
injury,798247.5264,798477.9264
so,798703.2064,798800.4864
what,798820.9664,798877.2864
injury,798918.2464,799148.6464
do,799179.3664,799225.4464
we,799256.1664,799312.4864
have,799322.7264,799496.8064
whatever,799848.7552,799971.6352
the,799992.1152,800022.8352
legal,800053.5552,800155.9552
merits,800186.6752,800309.5552
of,800319.7952,800350.5152
this,800350.5152,800406.8352
case,800447.7952,800534.8352
are,800596.2752,800693.5552
there's,800949.5552,801000.7552
just,801031.4752,801098.0352
something,801098.0352,801220.9152
really,801272.1152,801348.9152
enjoyable,801369.3952,801635.6352
about,801697.0752,801778.9952
hearing,801799.4752,801891.6352
lawyers,801932.5952,802096.4352
throw,802106.6752,802168.1152
around,802188.5952,802321.7152
terms,802342.1952,802495.7952
like,802516.2752,802613.5552
redressability,802644.2752,803079.4752
and,803192.1152,803253.5552
compensation,803253.5552,803663.1552
and,803724.5952,803775.7952
injury,803796.2752,804026.6752
when,804303.1552,804359.4752
they're,804349.2352,804400.4352
talking,804410.6752,804538.6752
about,804569.3952,804630.8352
a,804641.0752,804656.4352
monkey,804697.3952,804912.4352
i,805130.8544,805176.9344
mean,805187.1744,805274.2144
if,805315.1744,805361.2544
you,805391.9744,805453.4144
give,805494.3744,805576.2944
me,805596.7744,805637.7344
a,805637.7344,805673.5744
case,805714.5344,805888.6144
that,805909.0944,805970.5344
says,806001.2544,806159.9744
copyright,806344.2944,806656.6144
infringement,806677.0944,807045.7344
itself,807076.4544,807368.2944
is,807419.4944,807486.0544
injury,807516.7744,807767.6544
i'll,807951.9744,808039.0144
believe,808059.4944,808192.6144
you,808233.5744,808305.2544
but,808315.4944,808356.4544
i,808366.6944,808423.0144
don't,808433.2544,808510.0544
think,808551.0144,808638.0544
you've,808658.5344,808740.4544
given,808750.6944,808873.5744
me,808924.7744,808981.0944
one,809011.8144,809109.0944
what's,809462.3744,809559.6544
your,809626.2144,809692.7744
injury,809713.2544,809959.0144
the,810091.264,810152.704
it,810193.664,810244.864
it,810275.584,810331.904
the,810392.4736,810423.1936
judges,810443.6736,810617.7536
and,810648.4736,810694.5536
schwarz,810725.2736,810914.7136
volley,810986.3936,811160.4736
over,811232.1536,811319.1936
case,811360.1536,811457.4336
law,811498.3936,811605.9136
and,811677.5936,811739.0336
legal,811749.2736,811846.5536
precedent,811897.7536,812163.9936
and,812251.0336,812307.3536
the,812307.3536,812343.1936
definition,812353.4336,812604.3136
of,812624.7936,812675.9936
author,812711.8336,812926.8736
for,813034.3936,813085.5936
twenty,813106.0736,813228.9536
minutes,813259.6736,813500.3136
before,813720.4736,813848.4736
handing,813868.9536,813981.5936
the,814012.3136,814037.9136
floor,814058.3936,814135.1936
to,814176.1536,814201.7536
david's,814232.4736,814375.8336
lawyer,814416.7936,814544.7936
andrew,814729.1136,814836.6336
dhuey,814882.7136,815020.9536
and,815425.4336,815568.7936
after,815619.9936,815732.6336
two,815773.5936,815835.0336
years,815865.7536,816029.5936
of,816101.2736,816147.3536
research,816167.8336,816444.3136
and,816454.5536,816490.3936
legal,816510.8736,816638.8736
filings,816659.3536,816899.9936
and,816910.2336,816946.0736
oral,816966.5536,817063.8336
arguments,817084.3136,817422.2336
dhuey,817693.5936,817790.8736
finally,817862.5536,818031.5136
gets,818051.9936,818139.0336
his,818159.5136,818215.8336
wish,818246.5536,818395.0336
to,818758.5536,818799.5136
make,818830.2336,818912.1536
a,818922.3936,818942.8736
monkey,818953.1136,819106.7136
joke,819147.6736,819270.5536
in,819280.7936,819357.5936
court,819367.8336,819521.4336
uh,819797.0432,819878.9632
monkey,820001.8432,820186.1632
see,820283.4432,820447.2832
monkey,820488.2432,820631.6032
sue,820739.1232,820923.4432
will,821128.2432,821179.4432
not,821189.6832,821281.8432
do,821312.5632,821384.2432
in,821414.9632,821486.6432
federal,821496.8832,821614.6432
court,821665.8432,821798.9632
after,822623.0272,822715.1872
that,822745.9072,822853.4272
his,823047.9872,823104.3072
oral,823165.7472,823222.0672
arguments,823283.5072,823478.0672
can,823508.7872,823559.9872
pretty,823590.7072,823652.1472
much,823672.6272,823759.6672
be,823790.3872,823815.9872
summed,823826.2272,823949.1072
up,823959.3472,824015.6672
as,824066.8672,824235.8272
you,824435.5072,824496.9472
should,824527.6672,824604.4672
throw,824604.4672,824676.1472
this,824696.6272,824742.7072
case,824773.4272,824875.8272
out,824916.7872,825049.9072
and,825229.1072,825305.9072
can,825316.1472,825377.5872
you,825398.0672,825433.9072
please,825474.8672,825582.3872
make,825613.1072,825684.7872
peta,825695.0272,825823.0272
pay,825833.2672,825904.9472
my,825925.4272,825976.6272
legal,826007.3472,826130.2272
fees,826160.9472,826294.0672
discussed,826335.6928,826571.2128
here,826612.1728,826688.9728
once,827020.288,827122.688
dhuey,827153.408,827260.928
is,827281.408,827337.728
done,827347.968,827496.448
angela,827578.368,827737.088
dunning,827767.808,827911.168
gets,827921.408,828018.688
up,828044.288,828121.088
by,828361.728,828418.048
granting,828464.128,828715.008
she's,828633.088,828709.888
the,828720.128,828750.848
codefendant's,828771.328,829150.208
attorney,829150.208,829375.488
peta,829677.568,829790.208
also,829851.648,829989.888
sued,830041.088,830204.928
the,830235.648,830271.488
selfpublishing,830291.968,830675.968
book,830716.928,830778.368
company,830798.848,831013.888
that,831065.088,831131.648
david,831141.888,831280.128
had,831310.848,831372.288
used,831403.008,831602.688
so,831991.808,832053.248
angela,832104.448,832268.288
dunning,832278.528,832401.408
gets,832421.888,832514.048
up,832544.768,832652.288
to,832662.528,832703.488
deliver,832713.728,832862.208
her,832892.928,832959.488
defense,832959.488,833256.448
which,833491.968,833594.368
is,833614.848,833640.448
also,833671.168,833783.808
pretty,833814.528,833891.328
straightforward,833922.048,834213.888
naruto,834412.0832,834647.6032
can't,834678.3232,834821.6832
benefit,834831.9232,835000.8832
financially,835031.6032,835297.8432
from,835338.8032,835420.7232
his,835430.9632,835518.0032
work,835528.2432,835625.5232
he's,835646.0032,835712.5632
a,835712.5632,835738.1632
monkey,835779.1232,835968.5632
david,838438.3488,838556.1088
slater,838586.8288,838709.7088
wasn't,838760.9088,838878.6688
in,838909.3888,838965.7088
court,838986.1888,839068.1088
in,839088.5888,839124.4288
san,839134.6688,839211.4688
francisco,839221.7088,839441.8688
that,839462.3488,839539.1488
day,839569.8688,839662.0288
he,840051.1488,840107.4688
didn't,840107.4688,840179.1488
wanna,840209.8688,840276.4288
spend,840286.6688,840394.1888
the,840394.1888,840424.9088
money,840435.1488,840532.4288
to,840563.1488,840604.1088
travel,840624.5888,840778.1888
all,840829.3888,840895.9488
the,840895.9488,840926.6688
way,840936.9088,840972.7488
to,840982.9888,841018.8288
california,841029.0688,841315.7888
from,841356.7488,841433.5488
wales,841454.0288,841699.7888
but,842078.6688,842114.5088
he,842119.6288,842145.2288
watched,842165.7088,842252.7488
the,842273.2288,842309.0688
whole,842339.7888,842401.2288
hearing,842421.7088,842554.8288
online,842585.5488,842800.5888
when,843167.9488,843270.3488
i,843290.8288,843326.6688
watched,843367.6288,843572.4288
it,843592.9088,843685.0688
and,843874.5088,843966.6688
you,843997.3888,844048.5888
see,844069.0688,844222.6688
three,844243.1488,844376.2688
judges,844376.2688,844622.0288
there,844652.7488,844842.1888
and,844872.9088,844975.3088
then,844985.5488,845123.7888
one,845262.0288,845333.7088
attorney,845354.1888,845518.0288
comes,845548.7488,845646.0288
up,845666.5088,845707.4688
and,845707.4688,845743.3088
then,845743.3088,845809.8688
my,845830.3488,845942.9888
attorney,845963.4688,846163.1488
comes,846183.6288,846301.3888
up,846301.3888,846352.5888
andrew,846393.5488,846552.2688
and,846562.5088,846608.5888
then,846608.5888,846659.7888
angela,846670.0288,846905.5488
and,847279.3088,847356.1088
they,847345.8688,847386.8288
started,847417.5488,847601.8688
talking,847622.3488,847786.1888
about,847806.6688,847934.6688
monkeys,847996.1088,848287.9488
uh,848820.4288,849061.0688
it,849634.5088,849660.1088
made,849690.8288,849777.8688
it,849808.5888,849834.1888
real,849864.9088,850003.1488
all,850115.7888,850166.9888
of,850192.5888,850228.4288
a,850228.4288,850254.0288
sudden,850264.2688,850407.6288
that,850754.6624,850816.1024
yes,850857.0624,851036.2624
he,851169.3824,851210.3424
was,851230.8224,851276.9024
being,851297.3824,851379.3024
sued,851410.0224,851522.6624
by,851543.1424,851584.1024
a,851604.5824,851619.9424
monkey,851650.6624,851840.1024
naruto,852439.1424,852587.6224
didn't,852618.3424,852710.5024
make,852710.5024,852771.9424
it,852782.1824,852818.0224
to,852828.2624,852874.3424
the,852874.3424,852905.0624
hearing,852935.7824,853053.5424
either,853074.0224,853186.6624
he,853657.7024,853703.7824
stayed,853724.2624,853826.6624
in,853826.6624,853857.3824
the,853847.1424,853867.6224
rainforest,853918.8224,854190.1824
in,854210.6624,854251.6224
indonesia,854261.8624,854594.6624
and,854825.0624,854860.9024
to,854871.1424,854906.9824
my,854937.7024,854978.6624
knowledge,854978.6624,855270.5024
nobody,855352.4224,855480.4224
asked,855511.1424,855628.9024
him,855628.9024,855680.1024
what,855680.1024,855715.9424
he,855736.4224,855777.3824
thought,855787.6224,855869.5424
of,855859.3024,855884.9024
all,855915.6224,855971.9424
this,856002.6624,856120.4224
after,860538.9824,860620.9025
two,860666.9824,860728.4224
years,860769.3824,860989.5424
the,861050.9824,861097.0624
humans,861107.3024,861266.0224
managed,861296.7424,861424.7424
to,861424.7424,861470.8224
figure,861481.0624,861568.1024
things,861598.8224,861701.2224
out,861721.7024,861778.0224
on,861798.5024,861834.3424
their,861834.3424,861900.9024
own,861941.8624,862054.5024
they,862469.2224,862499.9424
told,862530.6624,862617.7024
the,862607.4624,862653.5424
appellate,862674.0224,862827.6224
court,862848.1024,862950.5024
they,863011.9424,863068.2624
didn't,863078.5024,863155.3024
want,863196.2624,863237.2224
it,863257.7024,863298.6624
to,863298.6624,863339.6224
rule,863360.1024,863426.6624
in,863426.6624,863457.3824
the,863457.3824,863488.1024
case,863529.0624,863610.9824
after,863651.9424,863779.9424
all,863841.3824,863974.5024
and,864445.5424,864496.7424
in,864517.2224,864558.1824
september,864568.4224,864819.3024
david,864926.8224,865065.0624
and,865095.7824,865162.3424
peta,865182.8224,865305.7024
announced,865341.5424,865530.9824
they'd,865520.7424,865597.5424
reached,865607.7824,865735.7824
a,865746.0224,865761.3824
settlement,865771.6224,866007.1424
the,866780.2624,866821.2224
details,866821.2224,867031.1424
of,867051.6224,867097.7024
the,867097.7024,867123.3024
settlement,867143.7824,867287.1424
are,867317.8624,867333.2224
confidential,867343.4624,867666.0224
so,867696.7424,867737.7024
i,867747.9424,867768.4224
can't,867799.1424,867886.1824
tell,867906.6624,867962.9824
you,867983.4624,868014.1824
much,868034.6624,868106.3424
about,868116.5824,868239.4624
it,868280.4224,868331.6224
but,868608.1024,868649.0624
here's,868679.7824,868751.4624
what,868761.7024,868792.4224
i,868812.9024,868858.9824
do,868869.2224,868920.4224
know,868940.9024,869022.8224
david,869422.1824,869534.8224
slater,869565.5424,869703.7824
still,869754.9824,869857.3824
has,869908.5824,869990.5024
the,870010.9824,870031.4624
monkey,870051.9424,870174.8224
selfie,870205.5424,870364.2624
copyright,870384.7424,870666.3424
registered,870748.2624,870973.5424
in,870973.5424,871004.2624
his,871014.5024,871075.9424
name,871096.4224,871183.4624
in,871193.7024,871234.6624
two,871234.6624,871301.2224
countries,871321.7024,871613.5424
and,871900.2624,871992.4224
he,872074.3424,872125.5424
agreed,872146.0224,872289.3824
to,872299.6224,872345.7024
donate,872355.9424,872545.3824
twenty,872555.6224,872683.6224
five,872714.3424,872811.6224
percent,872821.8624,872934.5024
of,872965.2224,872995.9424
the,872995.9424,873016.4224
proceeds,873047.1424,873267.3024
of,873277.5424,873308.2624
the,873318.5024,873349.2224
photos,873379.9424,873594.9824
to,873625.7024,873682.0224
protect,873712.7424,873907.3024
